,Date,GDP,REAL_USER_COST,UNEMPLOYMENT_RT,XLB,XLE,XLF,XLI,XLK,XLU,XLV,XLY,GSPC
42,2008-07-01,14835.187,219.016,5.8,0.5126422539155406,0.8473432054831649,-0.04041102671715793,0.17413182168525915,0.14985242357498174,0.516700199415791,0.11758346183682745,0.11082402809351807,0.25175559892824834
43,2008-10-01,14559.543,216.995,6.5,0.34176148921417593,0.5210455050916073,-0.03692197612455509,0.12602773648583016,0.10853232957089598,0.35935614358520296,0.11312340091355272,0.10879393475470377,0.2005048600304561
44,2009-01-01,14394.547,211.933,7.8,0.12874001208952066,0.34323230635168844,-0.11816671710642886,0.04442263792700302,0.051381805455615666,0.27766601473977515,0.06311663535571488,0.05038293758504922,0.09381968762164472
45,2009-04-01,14352.85,212.709,9.0,0.12705438359258905,0.2891152397597335,-0.15265835101065606,-0.01178057509755004,0.06010195026262378,0.2096579460027692,0.03135560872736082,0.03598781507508339,0.05567854382251136
46,2009-07-01,14420.312,214.726,9.5,0.19447960384696086,0.3471591647175385,-0.12454667995186805,0.027610749216545268,0.09001879175891339,0.26197183617495023,0.06081902665109067,0.06570082819444542,0.10212906118482884
47,2009-10-01,14628.021,216.509,10.0,0.27602193764528915,0.3980856764416819,-0.10062184853887364,0.07215610439322134,0.11631338540321552,0.27364185458143986,0.08622787888793049,0.09928947085148253,0.14620841246817978
48,2010-01-01,14721.35,217.488,9.8,0.3447114094137749,0.4566204235863349,-0.09942560696822388,0.0980488589261878,0.15226723841746975,0.31770625096854554,0.1242059749787528,0.12604964013293748,0.18148597687920487
49,2010-04-01,14926.098,217.403,9.9,0.3767383106669222,0.4753957648856398,-0.08267822497912777,0.1428396251962879,0.15401125714356922,0.29859154778230623,0.1409650183409904,0.15650086421177625,0.20755620043222045
50,2010-07-01,15079.917,217.605,9.4,0.24399495601503485,0.3644618990207664,-0.10660305639212224,0.09264941697018296,0.11725247437790408,0.259557332404502,0.08217326164411283,0.12235858533555358,0.14518216413123652
51,2010-10-01,15240.843,219.035,9.4,0.349346837544645,0.4541661722165618,-0.09842873704218894,0.14124432435646,0.15360880506199148,0.32837021014683365,0.11636707924152855,0.1600073794695441,0.19437212201141035
52,2011-01-01,15285.828,221.187,9.1,0.4589128104108609,0.5945514758253104,-0.08397415237208489,0.18493065878542456,0.1825865319953371,0.3241448765200936,0.13001757498330008,0.19654884836415068,0.24047090836515644
53,2011-04-01,15496.188999999997,224.093,9.1,0.4959966373433566,0.7386182033005627,-0.07819231616345104,0.22309485741463336,0.1935873324215556,0.33983901670768296,0.15407486236040352,0.2139890932820004,0.27141171986107765
54,2011-07-01,15591.85,225.395,9.0,0.4867257007045094,0.6903914242573828,-0.08716412209184342,0.2222358600728439,0.195063058289355,0.3752515339956681,0.19029597569049614,0.2298606553112574,0.27441600680690176
55,2011-10-01,15796.46,226.75,8.8,0.26822592091768793,0.4750275897306985,-0.1252444807080198,0.11559700432283974,0.1612557016710333,0.3700201027634911,0.1331260968253023,0.17301835863053325,0.1882394345066557
56,2012-01-01,16019.758,227.842,8.3,0.3554572659638681,0.6053503129254758,-0.11338175082382995,0.17118665450494952,0.18607459503579146,0.41750502377201104,0.17313148864880146,0.2114053637240005,0.2404543396776925
57,2012-04-01,16152.257,229.187,8.2,0.4285714974660917,0.6375015301621586,-0.08546946311261783,0.21622283186847369,0.2492621306690364,0.3985915708086475,0.21259630608533386,0.2674171708752712,0.30288631587050924
58,2012-07-01,16257.151000000002,228.59,8.2,0.3931732588419741,0.5714811946289027,-0.09703312382692443,0.1947478047000496,0.23007779674066525,0.4378269980320921,0.2180024108534964,0.2553289422133748,0.28372265876111274
59,2012-10-01,16358.863,231.638,7.8,0.42751791434910996,0.6626580280089308,-0.08686506462492127,0.20738742395123327,0.2573115049479114,0.4223340313129075,0.2497634890387781,0.2828273224543065,0.31779187081596444
60,2013-01-01,16569.591,231.679,8.0,0.4405816055302987,0.6334519311407134,-0.07958792937871556,0.2221131662290929,0.23168768183174246,0.3961770286609638,0.2432761323828264,0.2891021244100279,0.3102190713877054
61,2013-04-01,16637.926,231.797,7.6,0.4679730786525759,0.7283102351990897,-0.0623421182780825,0.26322248522676706,0.2480547232477924,0.4784707930433125,0.3269360638157216,0.3367167752971236,0.3664894153869966
62,2013-07-01,16848.748,232.9,7.3,0.4622840674047242,0.7247515051763367,-0.048485648541822766,0.28555650973698066,0.2571773457246337,0.44124748427627103,0.3495067071825065,0.37538063370085895,0.3883345731224167
63,2013-10-01,17083.137,233.669,7.2,0.5385588071265719,0.7809547416068119,-0.04310256732537954,0.3301018649136567,0.278239857602382,0.4476861098278191,0.3966752123133617,0.41533632168291906,0.4214561875914877
64,2014-01-01,17104.555,235.288,6.6,0.6234724782958704,0.8431709594298131,-0.025059246240365263,0.39833106412918384,0.32412128843314386,0.457545298378017,0.4535747782066083,0.4680262059170505,0.4849185542931137
65,2014-04-01,17432.909,236.468,6.2,0.6512853685895188,0.8564240478997516,-0.01987553666853681,0.4037305294911108,0.33807348941845033,0.5219315538934972,0.4997972652710396,0.4568607629549222,0.5002958622026716
66,2014-07-01,17721.657,237.498,6.2,0.6980615493322331,0.986133301875774,-0.014891198741323138,0.4244692531614964,0.36436813423926334,0.5752515032938798,0.5368292659600463,0.4737473012522359,0.5366286196394108
67,2014-10-01,17849.912,237.43,5.7,0.6698272418672133,0.8463614674857802,-0.014791512919015759,0.3969812446005464,0.3716125275902165,0.5452716674609476,0.5589944656473742,0.4585217420138292,0.5253894929668448
68,2015-01-01,17984.178,234.718,5.7,0.6731985792381834,0.7284329758546848,0.003550842226998585,0.4513437456918474,0.3993828471023181,0.6436619957221664,0.6284632496161394,0.5171172787230998,0.5720427241791401
69,2015-04-01,18219.405,236.156,5.4,0.6803624300201743,0.7087985904017463,-0.0028290972125185328,0.4368634379133339,0.3997853503604067,0.5883300046198516,0.6742802414441859,0.5436005770939492,0.5723696526708069
70,2015-07-01,18344.713,238.053,5.2,0.6748841675465616,0.6675665307484769,0.003750237277535484,0.42373299647530216,0.4038100247057165,0.5327967632946612,0.7205027800655449,0.5651010086894275,0.5797065503598688
71,2015-10-01,18350.825,237.781,5.0,0.5002107286799624,0.5095103644934034,-0.016984624415700422,0.36789788838792414,0.3748322977723709,0.5543259318741132,0.6084606052613175,0.5416627799254492,0.5161448725620414
72,2016-01-01,18424.283,237.833,4.9,0.5644753603376031,0.4972389203971611,-0.0054209519984327326,0.4075346472013656,0.41923800273533335,0.5643862938927159,0.6777942585225729,0.5725754496551848,0.5658520967825529
73,2016-04-01,18637.253,238.827,5.0,0.6028235191613196,0.5063198096255919,-0.016685566948778263,0.4409129901229349,0.4443251889583914,0.6957746740487071,0.6307609356561551,0.5842945288364988,0.5777865021571118
74,2016-07-01,18806.743,240.15,4.8,0.6264223181183624,0.5988464625342576,-0.0162868236595487,0.4465578431723638,0.4278239883190637,0.7494969703858994,0.6795513186186941,0.5791270697204989,0.590271210218354
75,2016-10-01,18991.883,241.691,4.9,0.6557101283232569,0.6235120913823374,-0.006135722048121185,0.4734323357027148,0.4856452573742218,0.6792756864785564,0.678875510410362,0.5899233984027201,0.6173015083870392
76,2017-01-01,19190.431,243.78,4.7,0.6967973781952261,0.6813105818407962,0.04233649149440494,0.5205546829047593,0.4934263387947968,0.6708249424706052,0.6360319097168079,0.6024730023141628,0.6465001830132764
77,2017-04-01,19356.649,244.051,4.4,0.7538980786937692,0.6147993773088479,0.048226779043179964,0.5554055391987169,0.5598336446101961,0.7259557601045149,0.7092850237359073,0.6629140400216189,0.6977674400842417
78,2017-07-01,19611.704,244.39,4.3,0.7833966376729027,0.5536875445151381,0.05976194304730593,0.5928334811417315,0.5787496600920117,0.739034184676016,0.7752398421832133,0.6784164877709686,0.7228817311934537
79,2017-10-01,19918.91,246.587,4.1,0.8463970178164297,0.597373949161869,0.07436496807549252,0.6282979470899768,0.6375100181218583,0.7609657769467486,0.8088931111721259,0.6825689706189116,0.7625871763006344
80,2018-01-01,20163.159,248.884,4.1,0.9249895117922662,0.6437599928658749,0.0995214191104205,0.6856055685497433,0.7025757828809913,0.7535211305442346,0.8217326422195917,0.7620190065341605,0.8264178426982958
81,2018-04-01,20510.177,249.956,3.9,0.8493468576389218,0.5842435077238373,0.09534912624522428,0.6686710094014567,0.7222967025259626,0.7102615431624546,0.8044330244703873,0.7860108715173244,0.8128696067533163
82,2018-07-01,20749.752,251.597,3.9,0.8731564053702034,0.6889189108849944,0.08332311664832814,0.6360289231660816,0.7766299853054326,0.739034184676016,0.8322745903408973,0.8599243340366662,0.8449401198542481
83,2018-10-01,20897.804,252.794,3.8,0.8824273420090507,0.6993496196420627,0.09682170983537912,0.7275738848892069,0.8600751286532704,0.7492957969174945,0.9966211651860504,0.9296853137080652,0.9302766394943559
84,2019-01-01,21098.827,252.673,4.0,0.7140750803359137,0.4607927164515312,0.04933121088431552,0.5474291754351103,0.6761470044251561,0.7583500613306602,0.8734964163166231,0.7649718503720676,0.7574103707253923
85,2019-04-01,21340.267000000003,254.958,3.6,0.8364939956090791,0.5790894300494123,0.08025525562426755,0.6967726276166943,0.8509525061764289,0.8559356189637886,0.946208904391828,0.9134446373989012,0.9065237085289036
86,2019-07-01,21525.819,256.161,3.7,0.8916983590250049,0.5395754118915661,0.0997668536097666,0.7079395930599569,0.9082371383384762,0.8903420386463368,0.9625624525176808,0.9609670273163576,0.9467215669452259
